name hindex
"Benjamin Rubinstein" 20
"Carlos Varela" 22
"Celestine Dünner" 2
"Charles Lively" 5
"Chentao Wu" 5
"Chenxi Qiu" 7
"Ching-Hsiang Chu" 4
"Christoph Hagleitner" 27
"David Wallom" 24
"Davide Rossetti" 13
"Dimitris Letsios" 8
"Dip Sankar Banerjee" 4
"Douglas Thain" 29
"Edoardo Fusella" 7
"Eric Delmelle" 18
"Ewa Deelman" 59
"Ezekial Unterberg" 20
"Fengguang Song" 11
"Frank Takes" 9
"Guojing Cong" 15
"Haralampos Pozidis" 24
"Hartwig Anzt" 14
"Hervé Yviquel" 8
"Hiroki Nakahara" 10
"Ioannis Milis" 11
"Ivan Rodero" 20
"Ivy Peng" 7
"Javid Taheri" 20
"Javier Diaz-Montes" 12
"Javier Verdu" 9
"Jens Domke" 4
"Jeremy Fineman" 15
"Jesus Escudero-Sahuquillo" 9
"Jianwu Wang" 15
"Johanne Cohen" 15
"Jordyn Maglalang" 2
"Kamer Kaya" 20
"Ken Hawick" 27
"Klaus Jansen" 36
"Koji Nakano" 29
"Kubilay Atasu" 12
"Laurent Philippe" 11
"Leandro Fiorin" 12
"Lena Mashayekhy" 12
"Long Cheng" 6
"Lutz Gross" 11
"Magnus Almgren" 13
"Marina Papatriantafilou" 17
"Martin Farach Colton" 46
"Matthew Curtis-Maury" 10
"Maxwell Young" 12
"Mayank Goswami" 5
"Mehmet Fatih Aktaş" 9
"Milinda Fernando" 1
"Minwei Feng" 7
"Mustafa Kemal Taş" 1
"Nancy Wilkins-Diehr" 13
"Nuria Losada" 2
"Olaf Landsiedel" 18
"Onkar Bhardwaj" 4
"Pantea Zardoshti" 1
"Parmeshwar Khurd" 16
"Patrick Loiseau" 11
"Rajkumar Buyya" 112
"Raul Marin Prades" 17
"Richard Sinnott" 21
"Robert Lim" 2
"Ryota Yasudo" 1
"Ryusuke Egawa" 12
"Samuel Mccauley" 5
"Sanath Jayasena" 4
"Sangyoon Oh" 11
"Satoshi Matsuoka" 51
"Seelam Seetharami" 12
"Shirley Moore" 29
"Shuibing He" 8
"Siddeswara Guru" 11
"Sreeram Potluri" 16
"Srinivasan Parthasarathy" 55
"Stefano Markidis" 19
"Steven Hirshman" 7
"Sudarsun Kannan" 6
"Sunimal Rathnayake" 1
"Sven-Arne Reinemo" 13
"Tarek El-Ghazawi" 33
"Thomas Herault" 28
"Thomas Parnell" 5
"Vikram Narayana" 9
"Weigang Wu" 24
"Wentong Cai" 29
"Wenwu Tang" 17
"Xiaomeng Huang" 16
"Yang You" 8
"Yasuaki Ito" 16
"Yoav Freund" 46
"Yogesh Simmhan" 30
"Yusuke Nagasaka" 2
"Alexander Schwarzmann" 30
"Alexander Spiegelman" 5
"Allen Clement" 20
"Andrea Richa" 27
"Andrzej Pelc" 46
"Anisur Molla" 4
"Antonio Fernandez Anta" 28
"Bernhard Haeupler" 19
"Bogdan Chlebus" 22
"Chaodong Zheng" 3
"Christian Cachin" 39
"Christopher Purcell" 4
"Chryssis Georgiou" 17
"Danny Hendler" 20
"Elad Schiller" 17
"Ellis Hershkowitz" 1
"Emanuele Natale" 6
"Fabian Kuhn" 36
"Franck Petit" 2
"Francois Le Gall" 14
"Frederik Mallmann-Trenn" 4
"Gadi Taubenfeld" 20
"Gregory Schwartzman" 3
"Grzegorz Stachowiak" 10
"Guy Blelloch" 52
"Hagit Attiya" 39
"Hsin-Hao Su" 10
"James Aspnes" 34
"Janne H. Korhonen" 6
"Javier Esparza" 44
"Jerry Li" 6
"Joel Rybicki" 8
"Johannes Lengler" 7
"Juho Hirvonen" 6
"Jukka Suomela" 17
"Karl Bringmann" 16
"Keren Censor-Hillel" 15
"Kishori Konwar" 16
"Magnus Halldorsson" 39
"Massimo Franceschetti" 34
"Maurice Herlihy" 61
"Michael Blondin" 4
"Michael Elkin" 27
"Muriel Medard" 68
"Nancy Lynch" 72
"Nisheeth Vishnoi" 20
"Nitin Vaidya" 72
"Oren Weimann" 19
"Panagiota Faturu" 11
"Patric R. J. Östergård" 28
"Patrick Nicholson" 8
"Pawel Gawrychowski" 15
"Peter Krafft" 3
"Philipp Woelfel" 18
"Przemyslaw Uznanski" 6
"Robert Elsässer" 20
"Sandeep Kulkarni" 33
"Sebastian Brandt" 14
"Taisuke Izumi" 11
"Thomas Dickerson" 2
"Trevor Brown" 5
"Tuomo Lempiäinen" 5
"Weiming Feng" 1
"Will Rosenbaum" 3
"Wojciech Golab" 14
"Yitong Yin" 9
"Yoram Moses" 31
"Yossi Lev" 19
"Aditya Nori" 23
"Adrian Francalanza" 14
"Alastair Donaldson" 21
"Alastair Reid" 19
"Aleksey Nogin" 12
"Alexei Colin" 3
"Alexi Turcotte" 1
"Alok Kumbhare" 9
"Ameya Ketkar" 1
"Ana Milanova" 17
"Andrew Rice" 19
"Ara Vartanian" 0
"Atsushi Igarashi" 24
"Avik Chaudhuri" 12
"Aws Albarghouthi" 12
"Baijun Wu" 2
"Binhang Yuan" 2
"Christoffer Quist Adamsen" 2
"Ciera Jaspan" 8
"Crista Lopes" 43
"Danny Dig" 27
"David Swasey" 4
"Davide Ancona" 22
"Davood Mazinanian" 5
"Deepak Garg" 17
"Dominic Mulligan" 8
"Dominic Orchard" 9
"Edd Barrett" 4
"Elena Zucca" 21
"Elisa Gonzalez Boix" 10
"Ellen Arteca" 1
"Eric L. Seidel" 7
"Erik Krogh Kristensen" 1
"Fabrício Ferracioli" 3
"Francisco Martins" 12
"Frank Tip" 42
"Fredrik Kjolstad" 7
"Gabriel Kliot" 14
"Giuliano Losa" 5
"Heather Miller" 7
"Hitesh Sajnani" 7
"Hoan Anh Nguyen" 21
"Hridesh Rajan" 23
"Irene Finocchi" 26
"Jan Vitek" 46
"Jens Dietrich" 18
"Jeremy Siek" 28
"Johannes Späth" 2
"Jonathan Aldrich" 32
"Jonathan Balkind" 2
"Jorgen Thelin" 8
"Joshua Sunshine" 7
"Juliana Franco" 3
"Karim Ali" 5
"Kathryn E. Gray" 8
"Kihong Heo" 5
"Kim Bruce" 34
"Klaus V. Gleissenthall" 3
"Laurence Tratt" 19
"Lingming Zhang" 16
"Lu Zhang" 39
"Magnus Madsen" 6
"Man Cao" 6
"Mark Santolucito" 3
"Martin Kleppmann" 4
"Matthew Might" 17
"Max Grossman" 8
"Michael D. Adams" 10
"Milos Gligoric" 15
"Mistral Contrastin" 2
"Muntasir Raihan Rahman" 12
"Navid Yaghmazadeh" 2
"Neville Grech" 3
"Nikolaos Tsantalis" 20
"Oded Padon" 3
"Pantazis Deligiannis" 6
"Paola Accioly" 5
"Pat Hanrahan" 82
"Paul He" 1
"Paulo Borba" 30
"Petr Maj" 4
"Radu Grigore" 11
"Rebecca Killick" 6
"Rezwana Karim" 6
"Rishi Surendran" 5
"Romain Robbes" 27
"Ronghui Gu" 4
"Ross Tate" 8
"Ruzica Piskac" 15
"Sam Tobin-Hochstadt" 17
"Sarah Mount" 10
"Sarah Nadi" 10
"Sarfraz Khurshid" 40
"Sebastian Burckhardt" 24
"Sehun Jeong" 3
"Serdar Tasiran" 21
"Shane McIntosh" 17
"Sheng Chen" 7
"Shoaib Kamil" 22
"Sophia Drossopoulou" 32
"Spenser Bauman" 2
"Sylvan Clebsch" 4
"Talia Ringer" 1
"Thomas Dillig" 18
"Tiago Cogumbreiro" 4
"Tien Nguyen" 45
"Tobias Wrigstad" 16
"Tom Van Cutsem" 16
"Vaibhav Saini" 5
"Vasco T. Vasconcelos" 26
"Venkatesh Srinivasan" 4
"Victor Gomes" 6
"Vijayaraghavan Murali" 6
"Viviana Bono" 19
"Westley Weimer" 42
"Xiaokang Qiu" 11
"Xin Zhang" 8
"Xujie Si" 3
"Yannis Smaragdakis" 37
"Yizhou Zhang" 2
"Yuepeng Wang" 4
"Abdelhafid Mazouz" 5
"Ahmed Ali-Eldin" 9
"Ajay Kattepur" 7
"Akhilesh Kommireddy" 0
"Alberto Avritzer" 21
"Alessandro Vittorio Papadopoulos" 12
"Alexandru Iosup" 35
"Alexey Ilyushkin" 2
"Ali Abedi" 13
"Amy Apon" 15
"Anne Koziolek" 17
"Anshul Gupta" 0
"Antinisca Di Marco" 19
"Arvinder Kaur" 24
"Benjamin Cassell" 2
"Bogdan Ghit" 7
"Catia Trubiani" 12
"Changhyun Park" 2
"Chris Lupo" 3
"Cor-Paul Bezemer" 6
"Daniel Hackenberg" 16
"Daniel Molka" 13
"David Kuck" 36
"Denys Poshyvanyk" 43
"Devidas Gawali" 0
"Dorina Petriu" 29
"Drew Zagieboylo" 0
"Enrico Vicario" 22
"Fábio André Coelho" 1
"Georgios Bouloukakis" 3
"Hanspeter Mössenböck" 23
"Heiko Koziolek" 25
"Henk Sips" 32
"Jalil Boudjadar" 6
"Jianmei Guo" 11
"Jose Pereira" 19
"José Merseguer" 22
"Kazuo Minami" 6
"Krzysztof Czarnecki" 49
"Lubomír Bulej" 12
"Masatomo Hashimoto" 6
"Michael Menth" 22
"Mirco Tribastone" 17
"Miyuru Dayarathna" 9
"Murray Woodside" 35
"Nikolaos Georgantas" 21
"Nikolas Herbst" 9
"Pavel Valov" 1
"Petr Tuma" 17
"Raffaela Mirandola" 30
"Raghu Ramakrishnan" 81
"Ralf Reussner" 34
"Raoufeh Hashemian" 4
"Ricardo Vilaça" 7
"Robert Schoene" 13
"Seongjin Lee" 6
"Simin Nadjm-Tehrani" 24
"Steffen Becker" 25
"Valérie Issarny" 43
"Varsha Apte" 15
"Vojtěch Horký" 7
"Wilhelm Hasselbring" 34
"William Jalby" 25
"Adam Funnell" 3
"Ajay Joshi" 17
"Avinash Kodi" 20
"Benn C. Thomsen" 23
"Brice Goglin" 15
"Craig Stunkel" 25
"Eitan Zahavi" 11
"Francisco J. Quiles" 18
"Galen Shipman" 22
"James Dinan" 18
"Keith D. Underwood" 26
"Kirill Kogan" 13
"Mario Flajslik" 8
"Michael K. Lang" 14
"Mitch Gusat" 16
"Paolo Giaccone" 25
"Pedro Yebenes" 3
"Peiman Faizian" 1
"Philip M. Watts" 15
"Rajarshi Biswas" 0
"Ravindra Babu Ganapathi" 1
"Sebastian Werner" 3
"Taylor Groves" 4
"Timo Schneider" 13
"Aaron Schwartz-Duval" 3
"Abhinav Srivastava" 14
"Adriano Fiorese" 6
"Adrien Lèbre" 10
"Alejandro Calderon" 4
"Alex Sim" 19
"Ali Raza" 2
"Ali Shoker" 6
"Alireza Ranjbar" 1
"Anastasios Gounaris" 20
"Andreas Kassler" 21
"Andreas Metzger" 22
"Andreea Anghel" 5
"Andrew Lenharth" 10
"Anirban Mandal" 14
"Aniruddha Marathe" 4
"Anthony Simonet" 4
"Ariel Oleksiak" 17
"Arsalan Shadid" 6
"Atsushi Hori" 18
"Avi Mendelson" 27
"Benoît Parrein" 14
"Boudewijn van Dongen" 40
"Camille Coti" 10
"Chaima Ghribi" 3
"Chao Zheng" 2
"Chao-Wen Huang" 1
"Charles Christian Miers" 5
"Chia-Chun Shih" 6
"Christian Inzinger" 11
"Christine Morin" 30
"Ciprian Dobre" 19
"Claus Pahl" 30
"Cristian Klein" 11
"Damian Dechev" 8
"Dan Holmes" 2
"Daniel Turull" 5
"Daniele Venzano" 5
"David E. Singh" 11
"David Koll" 4
"David Parker" 44
"Deepak Tosh" 4
"Dimitrios Tsoumakos" 13
"Dongyao Wu" 3
"Edgar Gabriel" 20
"Eduardo Huedo" 20
"Erik Elmroth" 33
"Erwin Laure" 20
"Estefania Serrano" 2
"Ewnetu Bayuh Lakew" 5
"Fabrice Huet" 17
"Fabrizio Marozzo" 9
"Felix Freitag" 15
"Feng Luo" 21
"Fernando Ramos" 10
"Francesco Pace" 0
"Francisco Brasileiro" 27
"Francisco J. Clemente-Castelló" 2
"Frederic Suter" 17
"Fulya Kaplan" 2
"Gabor Kecskemeti" 14
"George Pallis" 19
"Gero Dittmann" 8
"Gihan Mudalige" 12
"Giovani Estrada" 16
"Giovanni Farias" 2
"Giovanni Mariani" 11
"Gonzalo P. Rodrigo" 2
"Guilherme Koslovski" 8
"Gulay Yalcin" 8
"Hamid Arabnejad" 6
"Hamza Ouarnoughi" 2
"Hani Nemati" 3
"Helen Karatza" 23
"Heonyoung Yeom" 25
"Hoang-Vu Dang" 4
"Holger Karl" 36
"Hong-Linh Truong" 31
"Huansong Fu" 2
"Huijun Wu" 0
"Hyogi Sim" 5
"Hyunwook Baek" 2
"Hélène Coullon" 3
"Istvan Reguly" 10
"Javier Garcia-Blas" 10
"Jeremiah J. Wilke" 10
"Jiangtao Yin" 7
"Jiaqi Liu" 2
"Jigang Wu" 61
"Joanna Kolodziej" 27
"Joel Scheuner" 3
"John Bent" 17
"Jonathan Kho" 0
"Jordi Guitart" 27
"Jose Angel Bañares" 12
"Joseph P. Kenny" 14
"Julien Bigot" 8
"Kamel Boukhalfa" 9
"Kaoutar El Maghraoui" 12
"Karl Fuerlinger" 13
"Konstantinos Tsakalozos" 6
"Kris Bubendorfer" 18
"Laurent Lemarchand" 5
"Laurent Njilla" 3
"Lionel Seinturier" 28
"Llorenç Cerdà-Alabern" 18
"Long Chen" 3
"Manuel Dolz" 11
"Marcus Carvalho" 4
"Marian Bubak" 27
"Marouen Mechtri" 5
"Martina Maggio" 18
"María J. Martín" 11
"Matthew Caesar" 29
"Maxime Colmant" 2
"Mazhar Naqvi" 8
"Melissa Smith" 26
"Mennan Selimi" 7
"Michael Kluge" 6
"Michel Dagenais" 22
"Miguel Cárdenas" 15
"Miika Komu" 11
"Mina Guirguis" 11
"Mina Sedaghat" 5
"Mohan Baruwal Chhetri" 10
"Mohan Gurusamy" 24
"Moustafa Abdelbaky" 8
"Nathan Debardeleben" 13
"Nicholas Wright" 20
"Nikela Papadopoulou" 1
"Nishant Saurabh" 1
"Noah Wolfe" 2
"Patricia Gonzalez" 11
"Patrick Carribault" 10
"Pedro A. R. S. Costa" 4
"Pengfei Xuan" 7
"Philipp Gschwandtner" 6
"Pierangelo Di Sanzo" 10
"Pietro Michiardi" 26
"Pooyan Jamshidi" 13
"Pradip Srimani" 31
"Prasad Calyam" 17
"Rajeev Thakur" 43
"Rami Bahsoon" 17
"Ramin Yahyapour" 32
"Raquel Lopes" 6
"Rashid Tahir" 5
"Rick Siow Mong Goh" 13
"Rik Jongerius" 5
"Rinku Gupta" 35
"Robayet Nasim" 4
"Romain Rouvoy" 24
"Ryszard Kowalczyk" 27
"Sachin Shetty" 13
"Salvatore Distefano" 20
"Sarunas Girdzijauskas" 12
"Sebastien Lafond" 10
"Sebastien Varrette" 11
"Sevil Dräxler" 2
"Shajulin Benedict" 9
"Shaoliang Peng" 13
"Sharad Seth" 27
"Shashank Gugnani" 4
"Sherif Sakr" 22
"Shigeru Imai" 7
"Shrisha Rao" 15
"Siegfried Benkner" 28
"Silvina Caíno-Lores" 2
"Simone Economo" 1
"Sorina Camarasu Pop" 10
"Spyros Sioutas" 13
"Stacy Patterson" 13
"Suchakrapani Datt Sharma" 1
"Travis Desell" 14
"Tristan Glatard" 21
"Tuomas Aura" 30
"Valentin Cristea" 23
"Vatche Ishakian" 10
"Vishwanath Venkatesan" 5
"Warren Smith" 23
"Wei Zheng" 8
"Wei-Keng Liao" 29
"Wes J. Lloyd" 10
"Wil van der Aalst" 132
"Witawas Srisa-An" 14
"Won-Ki Jeong" 20
"Wucherl Yoo" 5
"Xueping Liang" 1
"Yanjun Wu" 12
"Yong Liu" 6
"Young Choon Lee" 23
"Yupu Zhang" 6
"Zheng Qin" 8
"Zoltan Mann" 11
"Adriana Iamnitchi" 29
"Adrien Lebre" 10
"Alberto Montresor" 35
"Bo Fang" 5
"Carey E. Priebe" 30
"Da Zheng" 5
"Devarshi Ghoshal" 5
"Disa Mhembere" 4
"Edgar A. Leon" 7
"Evan R. Sparks" 9
"Gayane Vardoyan" 3
"Gonzalo P. Rodrigo Alvarez" 2
"Henri Bal" 55
"Joshua T. Vogelstein" 21
"Karthik Pattabiraman" 25
"Liana Fong" 21
"Marius Poke" 2
"Nageswara Rao" 37
"P-O Ostberg" 8
"Prasanna Balaprakash" 13
"Rong Zhang" 9
"Sangmi Pallickara" 14
"Sarp Oral" 15
"Satyabrata Sen" 10
"Suli Yang" 2
"Tom Z. J. Fu" 10
"Wei Tan" 23
"William Gropp" 67
"Xiaolong Xie" 4
"Yun Liang" 18
"Zhao Zhang" 17
"Zhengchun Liu" 4
"Zhenjie Zhang" 24
"Alessandra Sala" 19
"Alex Shraer" 15
"Andrew Or" 4
"Asim Kadav" 11
"Avani Wildani" 8
"Bernhard Egger" 10
"Bharath Hariharan" 17
"Bo Fu" 0
"Changyeon Jo" 3
"Cheng Jin" 6
"Cong Xu" 16
"Conglong Li" 2
"Cristian Lumezanu" 17
"Da Yan" 12
"Daniar H. Kurniawan" 1
"David M. Johnson" 5
"Di Niu" 13
"Fahad Dogar" 10
"Georgos Siganos" 18
"Gianmarco De Francisci Morales" 15
"Giuseppe Lettieri" 9
"Han Wang" 7
"Heming Cui" 9
"Henggang Cui" 7
"Hua Fan" 2
"Ishai Menache" 25
"Jianxun Liu" 18
"Jonas Traub" 1
"Jorge Quiane" 16
"Josh Kunz" 1
"Julian Stephen" 5
"Juncheng Yang" 7
"Ken Birman" 62
"Kenji Kono" 15
"Kia Teymourian" 11
"Lakshmi Ganesh" 9
"Lei Tian" 21
"Liang Zheng" 8
"Ludovic Henrio" 16
"Matteo Interlandi" 7
"Meikel Poess" 19
"Mingda Li" 2
"Miryung Kim" 27
"Morley Z. Mao" 59
"Muhammad Ali Gulzar" 4
"Neeraja J. Yadwadkar" 5
"Ning Xia" 2
"Qiang Fu" 20
"Qiang Xu" 13
"Randy Katz" 113
"Rebecca Smith" 2
"Reza Karimi" 1
"Sameer Agarwal" 10
"Savvas Savvides" 2
"Sebastian Breß" 12
"Seongwook Jin" 6
"Shinpei Kato" 24
"Sourav Sikdar" 1
"Thomas Moyer" 8
"Timothy Zhu" 6
"Trausti Sæmundsson" 2
"Viktor Rosenfeld" 2
"Vinaitheerthan Sundaram" 8
"Vincentius Martin" 2
"Vincenzo Maffione" 3
"Volker Markl" 33
"Walfredo Cirne" 30
"Xue Liu" 41
"Yizhou Shan" 0
"Yu Gu" 14
"Yuqing Zhu" 6
"Yusuke Suzuki" 2
"Aayush Gupta" 8
"Alessandrto Margara" 15
"Andrew Chung" 9
"Antonis Papadimitriou" 6
"Arjun Narayan" 7
"Bart Coppens" 7
"Bjorn De Sutter" 29
"Brian Cho" 8
"Christoph Kirsch" 25
"Daniel Goodman" 9
"Dejan Kostić" 25
"Dmitrii Kuvaiskii" 4
"Erik van der Kouwe" 3
"Feilong Liu" 1
"Gaël Thomas" 14
"Gauthier Voron" 1
"Georgios Chatzopoulos" 2
"Georgios Varisteas" 2
"Gianpaolo Cugola" 31
"Igor Zablotchi" 2
"Indrajit Roy" 10
"James Davis" 1
"Jeff LeFevre" 7
"John Liagouris" 5
"Jun He" 7
"Kevin Boos" 4
"Koen De Bosschere" 38
"Koen Koning" 2
"Lluís Vilanova" 7
"Marta Patiño" 25
"Mejbah ul Alam" 1
"Michele Papalini" 5
"Mihai Ionescu" 9
"Neeraj Suri" 29
"Ning Ding" 6
"Oleksii Oleksenko" 2
"Orran Krieger" 29
"Paulo Veríssimo" 46
"Peter Van Roy" 31
"Roger Wattenhofer" 73
"Steffen Maass" 2
"Steven Hand" 33
"Stijn Volckaert" 4
"Terry Ching-Hsiang Hsu" 1
"Vasileios P. Kemerlis" 14
"Vasileios Trigonakis" 3
"Vinod Nigade" 1
"Vivien Quéma" 23
"Waleed Reda" 0
"Wonook Song" 1
"Zheng Zhang" 40
"Zhenyu Guo" 4
"Abdullah Mueen" 18
"Abhimanyu Das" 10
"Abhishek Gupta" 6
"Ad Feelders" 22
"Adith Swaminathan" 7
"Aditya Bhaskara" 10
"Aidong Zhang" 40
"Akshay Krishnamurthy" 13
"Akshay Soni" 7
"Albert Bifet" 31
"Alessandro Bozzon" 17
"Alessandro Epasto" 6
"Alessio Conte" 3
"Alex Beutel" 14
"Alex Deng" 8
"Alex Fabrikant" 11
"Alina Ene" 12
"Amin Karbasi" 15
"Amit Dhurandhar" 6
"Amol Ghoting" 18
"Andras A. Benczur" 21
"Andreas Hotho" 47
"Andrew McCallum" 91
"Aneesh Sharma" 8
"Aniket Kittur" 35
"Anil K. Jain" 171
"Anil Kumar Vullikanti" 31
"Anirban Dasgupta" 24
"Anirban Majumder" 6
"Anna Monreale" 17
"Anna Squicciarini" 30
"Anshumali Shrivastava" 10
"Anthony Wirth" 16
"Antti Ukkonen" 13
"Aram Galstyan" 27
"Ari Kobren" 3
"Arindam Banerjee" 41
"Aris Anagnostopoulos" 19
"Aristides Gionis" 45
"Assaf Schuster" 44
"Austin R. Benson" 7
"Aviv Yehezkel" 2
"Ayhan Demiriz" 14
"B. Aditya Prakash" 23
"B. Barla Cambazoglu" 29
"Baharan Mirzasoleiman" 9
"Ben Kao" 39
"Benjamin C. M. Fung" 36
"Bernhard Pfahringer" 37
"Bin Gu" 11
"Bo Long" 30
"Boi Faltings" 57
"Bokai Cao" 6
"Bolin Ding" 24
"Bruno Abrahao" 9
"Bruno Ribeiro" 16
"Bryan Perozzi" 9
"Byron Gao" 15
"C. Seshadhri" 23
"Can Wang" 18
"Cao Xiao" 2
"Chang Xu" 13
"Chang-Tien Lu" 32
"Charalampos Tsourakakis" 22
"Charu Aggarwal" 86
"Chedy Raïssi" 13
"Chengkai Li" 21
"Chengxi Zang" 1
"Chenhao Tan" 12
"Chenzi Zhang" 1
"Chih-Jen Lin" 57
"Cho-Jui Hsieh" 25
"Chotirat Ann Ratanamahatana" 27
"Christian Böhm" 38
"Christos Faloutsos" 116
"Chuanren Liu" 9
"Chun-Nan Hsu" 30
"Chun-Ta Lu" 5
"Chunqiu Zeng" 9
"Claudia Plant" 16
"Conglei Shi" 9
"Cristian Danescu-Niculescu-Mizil" 17
"Cynthia Rudin" 21
"Dacheng Tao" 85
"Dafna Shahaf" 12
"Daniel Alabi" 2
"Dashun Wang" 11
"David Buttler" 16
"David Garcia" 15
"David F. Gleich" 23
"David Jensen" 43
"David Peleg" 67
"Dawei Zhou" 3
"Defu Lian" 9
"Deguang Kong" 11
"Derek Greene" 22
"Diane Cook" 56
"Dik Lee" 50
"Dimitrios Gunopulos" 68
"Dinh Phung" 25
"Dino Pedreschi" 41
"Djellel Eddine Difallah" 10
"Donatella Firmani" 7
"Dong Wang" 20
"Duen Horng Chau" 24
"Dunja Mladenic" 43
"Duo Zhang" 26
"Eamonn Keogh" 78
"Edith Cohen" 44
"Einoshin Suzuki" 20
"Eirini Ntoutsi" 15
"Elad Yom-Tov" 24
"Elaine Angelino" 13
"Emmanuel Müller" 22
"Emre Kiciman" 29
"Evimaria Terzi" 25
"Fan Wei" 3
"Fei Wang" 38
"Feida Zhu" 23
"Feiping Nie" 46
"Felipe Llinares Lopez" 4
"Fosca Giannotti" 37
"Francesco Bonchi" 43
"Francesco Gullo" 15
"Francois Petitjean" 10
"Gabriele Tolomei" 9
"Guan Wang" 10
"Guangtao Wang" 4
"Guangxu Xun" 3
"Guannan Liu" 6
"Guozhu Dong" 41
"Gustavo Batista" 25
"Hanghang Tong" 40
"Hao Yin" 2
"Haoyu Zhang" 2
"Hasan Davulcu" 23
"Heng Huang" 35
"Himabindu Lakkaraju" 9
"Hisashi Kashima" 28
"Hoang Anh Dau" 4
"Hongke Zhao" 2
"Honglei Zhuang" 8
"Hsiang-Fu Yu" 13
"Hsuan-Tien Lin" 20
"Hsun-Ping Hsieh" 8
"Huan Gui" 5
"Huan Sun" 8
"Huan Zhao" 1
"Huayu Li" 5
"Hui Xiong" 47
"Huzefa Rangwala" 19
"Ian Davidson" 32
"Ian E. H. Yen" 9
"Ichiro Takeuchi" 23
"Inci Baytas" 2
"Inderjit Dhillon" 67
"Ingemar Cox" 71
"Ioannis Koutis" 16
"Jaideep Vaidya" 35
"James Sharpnack" 7
"Jan Ramon" 28
"Jenna Wiens" 8
"Jens Ludwig" 56
"Jian Cao" 22
"Jiang Bian" 17
"Jianxi Gao" 15
"Jiayu Zhou" 16
"Jiebo Luo" 68
"Jieping Ye" 61
"Jilles Vreeken" 25
"Jinbo Bi" 28
"Jingrui He" 20
"Jingwei Xu" 3
"Jiuyong Li" 26
"Joao Gama" 45
"Joel Chan" 8
"Joerg Sander" 39
"Johannes Fürnkranz" 38
"Jon Kleinberg" 95
"Jose Cadena" 4
"Joshua Moore" 7
"Jun Luke Huan" 22
"Junming Liu" 3
"Jure Leskovec" 73
"Kai Zhang" 20
"Kevin Kai Zheng" 20
"Kai-Ming Ting" 28
"Katharina Morik" 29
"Kaushik Sinha" 8
"Ke Wang" 54
"Keli Xiao" 5
"Kevin Small" 15
"Klemens Böhm" 30
"Komal Kapoor" 7
"Krishna Gummadi" 43
"Kristina Lerman" 47
"Kun Kuang" 1
"Kun Zhang" 17
"Kush Varshney" 15
"Kyumin Lee" 15
"Laks Lakshmanan" 64
"Le Wu" 7
"Leilei Sun" 4
"Leonardo F. R. Ribeiro" 7
"Liangyue Li" 7
"Lifang He" 9
"Liran Katzir" 13
"Liyuan Liu" 1
"Liyue Fan" 9
"Longbing Cao" 35
"Longin Jan Latecki" 43
"Mahito Sugiyama" 7
"Mamta Jaiswal" 8
"Mario Boley" 13
"Martin Ester" 53
"Masashi Sugiyama" 44
"Matteo Riondato" 10
"Maurizio Patrignani" 23
"Mehmet Yigit Yildirim" 1
"Meng Jiang" 11
"Mianwei Zhou" 6
"Michael Mathioudakis" 8
"Michael Steinbach" 35
"Michele Catasta" 10
"Milad Shokouhi" 25
"Min-Ling Zhang" 24
"Ming-Syan Chen" 62
"Mirco Nanni" 21
"Mohammad Hasan" 21
"Mohammad Taha Bahadori" 11
"Mohammed Zaki" 61
"Mounia Lalmas" 43
"Mudhakar Srivatsa" 23
"Muhan Zhang" 2
"Mustafa Bilgic" 14
"Nan Cao" 18
"Nan Du" 20
"Neal Lathia" 21
"Nemanja Djuric" 12
"Nicholas Monath" 3
"Nicola Barbieri" 11
"Nikolaj Tatti" 18
"Nishanth Sastry" 13
"Nitesh V. Chawla" 47
"Norbou Buchler" 10
"Olfa Nasraoui" 38
"Panagiotis Mandros" 1
"Panayiotis Tsaparas" 24
"Pannaga Shivaswamy" 16
"Panos Kalnis" 36
"Parikshit Shah" 14
"Partha Talukdar" 25
"Patrick Lucey" 24
"Pauli Miettinen" 14
"Pavid Fuhry" 9
"Peixiang Zhao" 13
"Peng Cui" 21
"Peter Flach" 47
"Peter Lofgren" 7
"Peter Walker" 6
"Petros Drineas" 39
"Philip S. Yu" 140
"Philippe Cudre-Mauroux" 30
"Ping Chen" 28
"Po-Wei Chan" 1
"Pradeep Ravikumar" 32
"Qi Liu" 14
"Quanming Yao" 5
"Quanquan Gu" 22
"Rajesh Bordawekar" 30
"Ran Wolff" 17
"Randy Paffenroth" 12
"Rasmus Pagh" 27
"Raul Santos-Rodriguez" 8
"Renato Assuncao" 28
"Renato Paes Leme" 15
"Renchi Yang" 0
"Riccardo Guidotti" 4
"Riccardo Torlone" 26
"Richard Baraniuk" 94
"Richard Maclin" 20
"Rina Panigrahy" 36
"Robert West" 12
"Rong Pan" 13
"Rui Chen" 16
"Rui Zhang" 9
"Rumi Ghosh" 17
"Sahely Bhadra" 7
"Saket Sathe" 8
"Salvatore Ruggieri" 20
"Saso Dzeroski" 56
"Sebastian Moreno" 10
"Sendhil Mullainathan" 60
"Sergei Vassilvitskii" 27
"Shen Wang" 3
"Sheng-Jun Huang" 9
"Shichao Zhang" 35
"Shuai Li" 10
"Shuai Ma" 22
"Shuiwang Ji" 28
"Shuo Chen" 8
"Si Si" 9
"Si Zhang" 2
"Siddhartha Bhattacharyya" 23
"Siegfried Nijssen" 23
